,Closest Match,Medicine Name,Active Ingredients,Product Number,List of Excipients,Dosage Form,Formulated compound SMILES,Parent compound SMILES,Parent ChEMBL ID
849,SAXAGLIPTIN HYDROCHLORIDE,Qtern,"['SAXAGLIPTIN', 'DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE']",EMEA/H/C/004057,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'LACTOSE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.Cl,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,CHEMBL385517
850,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE,Qtern,"['SAXAGLIPTIN', 'DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE']",EMEA/H/C/004057,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'LACTOSE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CHEMBL429910
851,SAXAGLIPTIN HYDROCHLORIDE,Komboglyze,"['METFORMIN HYDROCHLORIDE', 'SAXAGLIPTIN HYDROCHLORIDE']",EMEA/H/C/002059,"['TITANIUM DIOXIDE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'POVIDONE', 'IRON OXIDE', 'INDIGO CARMINE', 'TALC']",Tablet,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.Cl,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,CHEMBL385517
852,METFORMIN HYDROCHLORIDE,Komboglyze,"['METFORMIN HYDROCHLORIDE', 'SAXAGLIPTIN HYDROCHLORIDE']",EMEA/H/C/002059,"['TITANIUM DIOXIDE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'POVIDONE', 'IRON OXIDE', 'INDIGO CARMINE', 'TALC']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
853,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,Sitagliptin / Metformin hydrochloride Mylan,"['SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/005678,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STEARYL FUMARATE', 'POVIDONE', 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.Cl,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
854,METFORMIN HYDROCHLORIDE,Sitagliptin / Metformin hydrochloride Mylan,"['SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/005678,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'SODIUM STEARYL FUMARATE', 'POVIDONE', 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CN(C)C(=N)N=C(N)N.Cl,CN(C)C(=N)N=C(N)N,CHEMBL1431
855,MIGALASTAT HYDROCHLORIDE,Galafold,['MIGALASTAT HYDROCHLORIDE'],EMEA/H/C/004059,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'INDIGO CARMINE', 'POTASSIUM HYDROXIDE']",Hard Capsule,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O.Cl,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,CHEMBL110458
856,EMTRICITABINE,Emtricitabine/Tenofovir disoproxil Zentiva,"['EMTRICITABINE', 'TENOFOVIR DISOPROXIL PHOSPHATE']",EMEA/H/C/004137,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'CROSCARMELLOSE SODIUM', 'POLYVINYL ALCOHOL', 'HYDROPHOBIC COLLOIDAL SILICA', 'INDIGO CARMINE', 'TALC']",Tablet,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,CHEMBL885
857,TENOFOVIR DISOPROXIL PHOSPHATE,Emtricitabine/Tenofovir disoproxil Zentiva,"['EMTRICITABINE', 'TENOFOVIR DISOPROXIL PHOSPHATE']",EMEA/H/C/004137,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'CROSCARMELLOSE SODIUM', 'POLYVINYL ALCOHOL', 'HYDROPHOBIC COLLOIDAL SILICA', 'INDIGO CARMINE', 'TALC']",Tablet,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.OP(=O)(O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CHEMBL1538
858,6-MERCAPTOPURINE MONOHYDRATE,Xaluprine (previously Mercaptopurine Nova Laboratories),['6-MERCAPTOPURINE MONOHYDRATE'],EMEA/H/C/002022,"['XANTHAN GUM', 'SODIUM HYDROXIDE', 'WATER', 'POTASSIUM SORBATE', 'ASPARTAME', 'SUCROSE', 'SODIUM ETHYL PARAHYDROXYBENZOATE (E215)', 'SODIUM METHYL PARAHYDROXYBENZOATE (E219)', 'JUICE']",Suspension,C1=NC2=C(N1)C(=NC=N2)S.O,Sc1ncnc2nc[nH]c12,CHEMBL1425
859,EFAVIRENZ,Sustiva,['EFAVIRENZ'],EMEA/H/C/000249,"['TITANIUM DIOXIDE', 'GELATIN', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'CARMINIC ACID', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE']",Hard Capsule,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228
860,EFAVIRENZ,Sustiva,['EFAVIRENZ'],EMEA/H/C/000249,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'CARMINIC ACID', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'CARNAUBA WAX', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228
861,PANTOPRAZOLE SODIUM SESQUIHYDRATE,Pantozol Control,['PANTOPRAZOLE'],EMEA/H/C/001013,"['TITANIUM DIOXIDE', 'MANNITOL', 'SODIUM CARBONATE', 'METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'POLYSORBATE', 'SHELLAC', 'CALCIUM STEARATE', 'HYPROMELLOSE', 'PRINTING INK', 'AMMONIA', 'POVIDONE', 'TRIETHYL CITRATE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'CROSPOVIDONE']",Gastro-Resistant Tablet,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.O.O.O.[Na+].[Na+],COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,CHEMBL1502
862,LOPINAVIR,Lopinavir/Ritonavir Mylan,"['LOPINAVIR', 'RITONAVIR']",EMEA/H/C/004025,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'HYPROMELLOSE', 'SODIUM STEARYL FUMARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'SORBITAN MONOLAURATE', 'SILICON DIOXIDE, ANHYDROUS', 'COPOVIDONE', 'TALC']",Tablet,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,CHEMBL729
863,RITONAVIR,Lopinavir/Ritonavir Mylan,"['LOPINAVIR', 'RITONAVIR']",EMEA/H/C/004025,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'HYPROMELLOSE', 'SODIUM STEARYL FUMARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'SORBITAN MONOLAURATE', 'SILICON DIOXIDE, ANHYDROUS', 'COPOVIDONE', 'TALC']",Tablet,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CHEMBL163
864,PANTOPRAZOLE SODIUM SESQUIHYDRATE,Controloc Control,['PANTOPRAZOLE'],EMEA/H/C/001097,"['TITANIUM DIOXIDE', 'MANNITOL', 'SODIUM CARBONATE', 'METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'POLYSORBATE', 'SHELLAC', 'CALCIUM STEARATE', 'HYPROMELLOSE', 'PRINTING INK', 'AMMONIA', 'POVIDONE', 'TRIETHYL CITRATE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'CROSPOVIDONE']",Gastro-Resistant Tablet,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.O.O.O.[Na+].[Na+],COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,CHEMBL1502
865,DABIGATRAN ETEXILATE MESILATE,Pradaxa,['DABIGATRAN ETEXILATE MESILATE'],EMEA/H/C/000829,"['TITANIUM DIOXIDE', 'SHELLAC', 'HYPROMELLOSE', 'PRINTING INK', 'DIMETHICONE', 'HYDROXYPROPYLCELLULOSE', 'CARRAGEENAN', 'TARTARIC ACID', 'IRON OXIDE', 'ACACIA', 'POTASSIUM CHLORIDE', 'TALC', 'POTASSIUM HYDROXIDE']",Hard Capsule,CCCCCCOC(=O)/N=C(\C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)/N.CS(=O)(=O)O,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CHEMBL539697
866,DABIGATRAN ETEXILATE MESILATE,Pradaxa,['DABIGATRAN ETEXILATE MESILATE'],EMEA/H/C/000829,"['HYPROMELLOSE', 'DIMETHICONE', 'HYDROXYPROPYLCELLULOSE', 'TARTARIC ACID', 'ACACIA', 'TALC']",Granules,CCCCCCOC(=O)/N=C(\C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)/N.CS(=O)(=O)O,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CHEMBL539697
867,DABIGATRAN ETEXILATE MESILATE,Pradaxa,['DABIGATRAN ETEXILATE MESILATE'],EMEA/H/C/000829,"['MANNITOL', 'WATER', 'SUCRALOSE', 'HYDROXYPROPYLCELLULOSE', 'HYDROCHLORIC ACID', 'TARTARIC ACID']",Powder for Solution,CCCCCCOC(=O)/N=C(\C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)/N.CS(=O)(=O)O,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CHEMBL539697
868,PANTOPRAZOLE SODIUM SESQUIHYDRATE,Somac Control,['PANTOPRAZOLE'],EMEA/H/C/001098,"['TITANIUM DIOXIDE', 'MANNITOL', 'SODIUM CARBONATE', 'METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'POLYSORBATE', 'SHELLAC', 'CALCIUM STEARATE', 'HYPROMELLOSE', 'PRINTING INK', 'AMMONIA', 'POVIDONE', 'TRIETHYL CITRATE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'CROSPOVIDONE']",Gastro-Resistant Tablet,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.O.O.O.[Na+].[Na+],COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,CHEMBL1502
869,AMBRISENTAN,Volibris,['AMBRISENTAN'],EMEA/H/C/000839,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'LECITHIN', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'ALLURA RED', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,CHEMBL1111
870,DARUNAVIR,Darunavir Mylan,['DARUNAVIR'],EMEA/H/C/004068,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'POLYVINYL ALCOHOL PART. HYDROLISED', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'SODIUM STARCH GLYCOLATE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'CROSPOVIDONE']",Tablet,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323
871,MELATONIN,Circadin,['MELATONIN'],EMEA/H/C/000695,"['CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'LACTOSE MONOHYDRATE', 'POLYMETHACRYLATES', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC']",Prolonged-Release Tablet,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CHEMBL45
872,DEXAMETHASONE ACETATE,Neofordex,['DEXAMETHASONE'],EMEA/H/C/004071,"['SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE']",Tablet,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1530428
873,LINAGLIPTIN,Trajenta,['LINAGLIPTIN'],EMEA/H/C/002110,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'MANNITOL', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'COPOVIDONE', 'MAIZE STARCH']",Tablet,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500
874,RITONAVIR,Ritonavir Mylan,['RITONAVIR'],EMEA/H/C/004549,"['TITANIUM DIOXIDE', 'SODIUM CHLORIDE', 'POLYSORBATE', 'HYPROMELLOSE', 'SODIUM STEARYL FUMARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SORBITAN MONOLAURATE', 'SILICON DIOXIDE, ANHYDROUS', 'COPOVIDONE', 'TALC']",Tablet,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CHEMBL163
875,ATAZANAVIR SULPHATE,Atazanavir Mylan,['ATAZANAVIR (AS SULFATE)'],EMEA/H/C/004048,"['TITANIUM DIOXIDE', 'GELATIN', 'POTASSIUM HYDROXIDE', 'PATENT BLUE V', 'LACTOSE MONOHYDRATE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'AMMONIA', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'CROSPOVIDONE']",Hard Capsule,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC.OS(=O)(=O)O,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CHEMBL1163
876,BOSUTINIB MONOHYDRATE,Bosulif,['BOSUTINIB (AS MONOHYDRATE)'],EMEA/H/C/002373,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'POLYVINYL ALCOHOL', 'TALC', 'POLOXAMER', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC.O,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CHEMBL288441
877,CINACALCET HYDROCHLORIDE,Cinacalcet Accordpharma,['CINACALCET HYDROCHLORIDE'],EMEA/H/C/005236,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'INDIGO CARMINE', 'CROSPOVIDONE']",Tablet,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F.Cl,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,CHEMBL1201284
878,FEBUXOSTAT,Febuxostat Mylan,['FEBUXOSTAT'],EMEA/H/C/004374,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE', 'MAGNESIUM STEARATE', 'HYPROMELLOSE', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'SILICON DIOXIDE, HYDRATED', 'IRON OXIDE', 'GLYCEROL TRIACETATE', 'SILICON DIOXIDE, ANHYDROUS', 'ETHYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'CROSPOVIDONE']",Tablet,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CHEMBL1164729
879,ERLOTINIB HYDROCHLORIDE,Tarceva,['ERLOTINIB'],EMEA/H/C/000618,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'SODIUM STARCH GLYCOLATE', 'SODIUM LAURIL SULFATE']",Tablet,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553
880,BEDAQUILINE FUMARATE,Sirturo,['BEDAQUILINE FUMARATE'],EMEA/H/C/002614,"['POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'CROSCARMELLOSE SODIUM', 'SILICON DIOXIDE, ANHYDROUS', 'MAIZE STARCH']",Tablet,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O.C(=C/C(=O)O)\C(=O)O,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL376488
881,PAZOPANIB HYDROCHLORIDE,Votrient,['PAZOPANIB'],EMEA/H/C/001141,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'SODIUM STARCH GLYCOLATE']",Tablet,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772
882,DARUNAVIR,Darunavir Krka,['DARUNAVIR'],EMEA/H/C/004273,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICIFIED MICROCRYSTALLINE CELLULOSE', 'TALC', 'CROSPOVIDONE']",Tablet,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323
883,FEBUXOSTAT,Febuxostat Krka,['FEBUXOSTAT'],EMEA/H/C/004773,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'SILICON DIOXIDE, HYDRATED', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM']",Tablet,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CHEMBL1164729
884,ANAGRELIDE HYDROCHLORIDE MONOHYDRATE,Anagrelide Mylan,['ANAGRELIDE HYDROCHLORIDE'],EMEA/H/C/004585,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'LACTOSE', 'MAGNESIUM STEARATE', 'POVIDONE', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Hard Capsule,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31.O.Cl,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,CHEMBL760
885,LAPATINIB DITOSYLATE MONOHYDRATE,Tyverb,['LAPATINIB'],EMEA/H/C/000795,"['TITANIUM DIOXIDE', 'POLYSORBATE', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'SODIUM STARCH GLYCOLATE', 'IRON OXIDE']",Tablet,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554
